case_id,object_type,event_id,activity,timestamp
o_steelcoil_4,SteelCoil,e_split_20,SplitSteelSheet,2023-04-03T07:40:53+00:00
o_steelsheet_20,SteelSheet,e_split_20,SplitSteelSheet,2023-04-03T07:40:53+00:00
o_workstation_1,Workstation,e_split_20,SplitSteelSheet,2023-04-03T07:40:53+00:00
o_machine_oven01,Machine,e_heat_12,HeatSteelSheet,2023-04-03T07:40:57+00:00
o_steelsheet_12,SteelSheet,e_heat_12,HeatSteelSheet,2023-04-03T07:40:57+00:00
o_workstation_1,Workstation,e_heat_12,HeatSteelSheet,2023-04-03T07:40:57+00:00
o_machine_splitter01,Machine,e_split_21,SplitSteelSheet,2023-04-03T07:41:00+00:00
o_steelcoil_4,SteelCoil,e_split_21,SplitSteelSheet,2023-04-03T07:41:00+00:00
o_steelsheet_21,SteelSheet,e_split_21,SplitSteelSheet,2023-04-03T07:41:00+00:00
o_workstation_1,Workstation,e_split_21,SplitSteelSheet,2023-04-03T07:41:00+00:00
o_machine_oven01,Machine,e_heat_13,HeatSteelSheet,2023-04-03T07:41:02+00:00
o_steelsheet_13,SteelSheet,e_heat_13,HeatSteelSheet,2023-04-03T07:41:02+00:00
o_workstation_1,Workstation,e_heat_13,HeatSteelSheet,2023-04-03T07:41:02+00:00
o_machine_splitter01,Machine,e_split_22,SplitSteelSheet,2023-04-03T07:41:06+00:00
o_steelcoil_4,SteelCoil,e_split_22,SplitSteelSheet,2023-04-03T07:41:06+00:00
o_steelsheet_22,SteelSheet,e_split_22,SplitSteelSheet,2023-04-03T07:41:06+00:00
o_workstation_1,Workstation,e_split_22,SplitSteelSheet,2023-04-03T07:41:06+00:00
o_machine_oven01,Machine,e_heat_14,HeatSteelSheet,2023-04-03T07:41:12+00:00
o_steelsheet_14,SteelSheet,e_heat_14,HeatSteelSheet,2023-04-03T07:41:12+00:00
o_workstation_1,Workstation,e_heat_14,HeatSteelSheet,2023-04-03T07:41:12+00:00
o_machine_splitter01,Machine,e_split_23,SplitSteelSheet,2023-04-03T07:41:13+00:00
o_steelcoil_4,SteelCoil,e_split_23,SplitSteelSheet,2023-04-03T07:41:13+00:00
o_steelsheet_23,SteelSheet,e_split_23,SplitSteelSheet,2023-04-03T07:41:13+00:00
o_workstation_1,Workstation,e_split_23,SplitSteelSheet,2023-04-03T07:41:13+00:00
o_machine_oven01,Machine,e_heat_15,HeatSteelSheet,2023-04-03T07:41:15+00:00
o_steelsheet_15,SteelSheet,e_heat_15,HeatSteelSheet,2023-04-03T07:41:15+00:00
o_workstation_1,Workstation,e_heat_15,HeatSteelSheet,2023-04-03T07:41:15+00:00
o_machine_splitter01,Machine,e_split_24,SplitSteelSheet,2023-04-03T07:41:20+00:00
o_steelcoil_4,SteelCoil,e_split_24,SplitSteelSheet,2023-04-03T07:41:20+00:00
o_steelsheet_24,SteelSheet,e_split_24,SplitSteelSheet,2023-04-03T07:41:20+00:00
o_workstation_1,Workstation,e_split_24,SplitSteelSheet,2023-04-03T07:41:20+00:00
o_machine_oven01,Machine,e_heat_16,HeatSteelSheet,2023-04-03T07:41:22+00:00
o_steelsheet_16,SteelSheet,e_heat_16,HeatSteelSheet,2023-04-03T07:41:22+00:00
o_workstation_1,Workstation,e_heat_16,HeatSteelSheet,2023-04-03T07:41:22+00:00
o_machine_splitter01,Machine,e_split_25,SplitSteelSheet,2023-04-03T07:41:26+00:00
o_steelcoil_4,SteelCoil,e_split_25,SplitSteelSheet,2023-04-03T07:41:26+00:00
o_steelsheet_25,SteelSheet,e_split_25,SplitSteelSheet,2023-04-03T07:41:26+00:00
o_workstation_1,Workstation,e_split_25,SplitSteelSheet,2023-04-03T07:41:26+00:00
o_machine_oven01,Machine,e_heat_17,HeatSteelSheet,2023-04-03T07:41:29+00:00
o_steelsheet_17,SteelSheet,e_heat_17,HeatSteelSheet,2023-04-03T07:41:29+00:00
o_workstation_1,Workstation,e_heat_17,HeatSteelSheet,2023-04-03T07:41:29+00:00
o_machine_splitter01,Machine,e_split_26,SplitSteelSheet,2023-04-03T07:41:33+00:00
o_steelcoil_4,SteelCoil,e_split_26,SplitSteelSheet,2023-04-03T07:41:33+00:00
o_steelsheet_26,SteelSheet,e_split_26,SplitSteelSheet,2023-04-03T07:41:33+00:00
o_workstation_1,Workstation,e_split_26,SplitSteelSheet,2023-04-03T07:41:33+00:00
o_machine_oven01,Machine,e_heat_18,HeatSteelSheet,2023-04-03T07:41:37+00:00
o_steelsheet_18,SteelSheet,e_heat_18,HeatSteelSheet,2023-04-03T07:41:37+00:00
o_workstation_1,Workstation,e_heat_18,HeatSteelSheet,2023-04-03T07:41:37+00:00
o_machine_splitter01,Machine,e_split_27,SplitSteelSheet,2023-04-03T07:41:40+00:00
o_steelcoil_4,SteelCoil,e_split_27,SplitSteelSheet,2023-04-03T07:41:40+00:00
o_steelsheet_27,SteelSheet,e_split_27,SplitSteelSheet,2023-04-03T07:41:40+00:00
o_workstation_1,Workstation,e_split_27,SplitSteelSheet,2023-04-03T07:41:40+00:00
o_machine_oven01,Machine,e_heat_19,HeatSteelSheet,2023-04-03T07:41:45+00:00
o_steelsheet_19,SteelSheet,e_heat_19,HeatSteelSheet,2023-04-03T07:41:45+00:00
o_workstation_1,Workstation,e_heat_19,HeatSteelSheet,2023-04-03T07:41:45+00:00
o_machine_splitter01,Machine,e_split_28,SplitSteelSheet,2023-04-03T07:41:46+00:00
o_steelcoil_4,SteelCoil,e_split_28,SplitSteelSheet,2023-04-03T07:41:46+00:00
o_steelsheet_28,SteelSheet,e_split_28,SplitSteelSheet,2023-04-03T07:41:46+00:00
o_workstation_1,Workstation,e_split_28,SplitSteelSheet,2023-04-03T07:41:46+00:00
o_machine_oven01,Machine,e_heat_20,HeatSteelSheet,2023-04-03T07:41:49+00:00
o_steelsheet_20,SteelSheet,e_heat_20,HeatSteelSheet,2023-04-03T07:41:49+00:00
o_workstation_1,Workstation,e_heat_20,HeatSteelSheet,2023-04-03T07:41:49+00:00
o_machine_splitter01,Machine,e_split_29,SplitSteelSheet,2023-04-03T07:41:53+00:00
o_steelcoil_4,SteelCoil,e_split_29,SplitSteelSheet,2023-04-03T07:41:53+00:00
o_steelsheet_29,SteelSheet,e_split_29,SplitSteelSheet,2023-04-03T07:41:53+00:00
o_workstation_1,Workstation,e_split_29,SplitSteelSheet,2023-04-03T07:41:53+00:00
o_machine_oven01,Machine,e_heat_21,HeatSteelSheet,2023-04-03T07:41:57+00:00
o_steelsheet_21,SteelSheet,e_heat_21,HeatSteelSheet,2023-04-03T07:41:57+00:00
o_workstation_1,Workstation,e_heat_21,HeatSteelSheet,2023-04-03T07:41:57+00:00
o_machine_splitter01,Machine,e_split_30,SplitSteelSheet,2023-04-03T07:42:00+00:00
o_steelcoil_4,SteelCoil,e_split_30,SplitSteelSheet,2023-04-03T07:42:00+00:00
o_steelsheet_30,SteelSheet,e_split_30,SplitSteelSheet,2023-04-03T07:42:00+00:00
o_workstation_1,Workstation,e_split_30,SplitSteelSheet,2023-04-03T07:42:00+00:00
o_machine_oven01,Machine,e_heat_22,HeatSteelSheet,2023-04-03T07:42:05+00:00
o_steelsheet_22,SteelSheet,e_heat_22,HeatSteelSheet,2023-04-03T07:42:05+00:00
o_workstation_1,Workstation,e_heat_22,HeatSteelSheet,2023-04-03T07:42:05+00:00
o_machine_splitter01,Machine,e_split_31,SplitSteelSheet,2023-04-03T07:42:07+00:00
o_steelcoil_4,SteelCoil,e_split_31,SplitSteelSheet,2023-04-03T07:42:07+00:00
o_steelsheet_31,SteelSheet,e_split_31,SplitSteelSheet,2023-04-03T07:42:07+00:00
o_workstation_1,Workstation,e_split_31,SplitSteelSheet,2023-04-03T07:42:07+00:00
o_machine_oven01,Machine,e_heat_23,HeatSteelSheet,2023-04-03T07:42:10+00:00
o_steelsheet_23,SteelSheet,e_heat_23,HeatSteelSheet,2023-04-03T07:42:10+00:00
o_workstation_1,Workstation,e_heat_23,HeatSteelSheet,2023-04-03T07:42:10+00:00
o_machine_splitter01,Machine,e_split_32,SplitSteelSheet,2023-04-03T07:42:13+00:00
o_steelcoil_4,SteelCoil,e_split_32,SplitSteelSheet,2023-04-03T07:42:13+00:00
o_steelsheet_32,SteelSheet,e_split_32,SplitSteelSheet,2023-04-03T07:42:13+00:00
o_workstation_1,Workstation,e_split_32,SplitSteelSheet,2023-04-03T07:42:13+00:00
o_machine_oven01,Machine,e_heat_24,HeatSteelSheet,2023-04-03T07:42:18+00:00
o_steelsheet_24,SteelSheet,e_heat_24,HeatSteelSheet,2023-04-03T07:42:18+00:00
o_workstation_1,Workstation,e_heat_24,HeatSteelSheet,2023-04-03T07:42:18+00:00
o_machine_splitter01,Machine,e_split_33,SplitSteelSheet,2023-04-03T07:42:20+00:00
o_steelcoil_4,SteelCoil,e_split_33,SplitSteelSheet,2023-04-03T07:42:20+00:00
o_steelsheet_33,SteelSheet,e_split_33,SplitSteelSheet,2023-04-03T07:42:20+00:00
o_workstation_1,Workstation,e_split_33,SplitSteelSheet,2023-04-03T07:42:20+00:00
o_machine_oven01,Machine,e_heat_25,HeatSteelSheet,2023-04-03T07:42:23+00:00
o_steelsheet_25,SteelSheet,e_heat_25,HeatSteelSheet,2023-04-03T07:42:23+00:00
o_workstation_1,Workstation,e_heat_25,HeatSteelSheet,2023-04-03T07:42:23+00:00
o_machine_splitter01,Machine,e_split_34,SplitSteelSheet,2023-04-03T07:42:26+00:00
o_steelcoil_4,SteelCoil,e_split_34,SplitSteelSheet,2023-04-03T07:42:26+00:00
o_steelsheet_34,SteelSheet,e_split_34,SplitSteelSheet,2023-04-03T07:42:26+00:00
o_workstation_1,Workstation,e_split_34,SplitSteelSheet,2023-04-03T07:42:26+00:00
o_machine_oven01,Machine,e_heat_26,HeatSteelSheet,2023-04-03T07:42:31+00:00
o_steelsheet_26,SteelSheet,e_heat_26,HeatSteelSheet,2023-04-03T07:42:31+00:00
o_workstation_1,Workstation,e_heat_26,HeatSteelSheet,2023-04-03T07:42:31+00:00
o_machine_splitter01,Machine,e_split_35,SplitSteelSheet,2023-04-03T07:42:33+00:00
o_steelcoil_4,SteelCoil,e_split_35,SplitSteelSheet,2023-04-03T07:42:33+00:00
o_steelsheet_35,SteelSheet,e_split_35,SplitSteelSheet,2023-04-03T07:42:33+00:00
o_workstation_1,Workstation,e_split_35,SplitSteelSheet,2023-04-03T07:42:33+00:00
o_machine_oven01,Machine,e_heat_27,HeatSteelSheet,2023-04-03T07:42:35+00:00
o_steelsheet_27,SteelSheet,e_heat_27,HeatSteelSheet,2023-04-03T07:42:35+00:00
o_workstation_1,Workstation,e_heat_27,HeatSteelSheet,2023-04-03T07:42:35+00:00
o_machine_splitter01,Machine,e_split_36,SplitSteelSheet,2023-04-03T07:42:40+00:00
o_steelcoil_4,SteelCoil,e_split_36,SplitSteelSheet,2023-04-03T07:42:40+00:00
o_steelsheet_36,SteelSheet,e_split_36,SplitSteelSheet,2023-04-03T07:42:40+00:00
o_workstation_1,Workstation,e_split_36,SplitSteelSheet,2023-04-03T07:42:40+00:00
o_machine_oven01,Machine,e_heat_28,HeatSteelSheet,2023-04-03T07:42:42+00:00
o_steelsheet_28,SteelSheet,e_heat_28,HeatSteelSheet,2023-04-03T07:42:42+00:00
o_workstation_1,Workstation,e_heat_28,HeatSteelSheet,2023-04-03T07:42:42+00:00
o_machine_splitter01,Machine,e_split_37,SplitSteelSheet,2023-04-03T07:42:46+00:00
o_steelcoil_4,SteelCoil,e_split_37,SplitSteelSheet,2023-04-03T07:42:46+00:00
o_steelsheet_37,SteelSheet,e_split_37,SplitSteelSheet,2023-04-03T07:42:46+00:00
o_workstation_1,Workstation,e_split_37,SplitSteelSheet,2023-04-03T07:42:46+00:00
o_machine_oven01,Machine,e_heat_29,HeatSteelSheet,2023-04-03T07:42:49+00:00
o_steelsheet_29,SteelSheet,e_heat_29,HeatSteelSheet,2023-04-03T07:42:49+00:00
o_workstation_1,Workstation,e_heat_29,HeatSteelSheet,2023-04-03T07:42:49+00:00
o_machine_splitter01,Machine,e_split_38,SplitSteelSheet,2023-04-03T07:42:53+00:00
o_steelcoil_4,SteelCoil,e_split_38,SplitSteelSheet,2023-04-03T07:42:53+00:00
o_steelsheet_38,SteelSheet,e_split_38,SplitSteelSheet,2023-04-03T07:42:53+00:00
o_workstation_1,Workstation,e_split_38,SplitSteelSheet,2023-04-03T07:42:53+00:00
o_machine_oven01,Machine,e_heat_30,HeatSteelSheet,2023-04-03T07:42:56+00:00
o_steelsheet_30,SteelSheet,e_heat_30,HeatSteelSheet,2023-04-03T07:42:56+00:00
o_workstation_1,Workstation,e_heat_30,HeatSteelSheet,2023-04-03T07:42:56+00:00
o_machine_splitter01,Machine,e_split_39,SplitSteelSheet,2023-04-03T07:42:59+00:00
o_steelcoil_4,SteelCoil,e_split_39,SplitSteelSheet,2023-04-03T07:42:59+00:00
o_steelsheet_39,SteelSheet,e_split_39,SplitSteelSheet,2023-04-03T07:42:59+00:00
o_workstation_1,Workstation,e_split_39,SplitSteelSheet,2023-04-03T07:42:59+00:00
o_machine_oven01,Machine,e_heat_31,HeatSteelSheet,2023-04-03T07:43:03+00:00
o_steelsheet_31,SteelSheet,e_heat_31,HeatSteelSheet,2023-04-03T07:43:03+00:00
o_workstation_1,Workstation,e_heat_31,HeatSteelSheet,2023-04-03T07:43:03+00:00
o_machine_splitter01,Machine,e_split_40,SplitSteelSheet,2023-04-03T07:43:06+00:00
o_steelcoil_4,SteelCoil,e_split_40,SplitSteelSheet,2023-04-03T07:43:06+00:00
o_steelsheet_40,SteelSheet,e_split_40,SplitSteelSheet,2023-04-03T07:43:06+00:00
o_workstation_1,Workstation,e_split_40,SplitSteelSheet,2023-04-03T07:43:06+00:00
o_machine_oven01,Machine,e_heat_32,HeatSteelSheet,2023-04-03T07:43:11+00:00
o_steelsheet_32,SteelSheet,e_heat_32,HeatSteelSheet,2023-04-03T07:43:11+00:00
o_workstation_1,Workstation,e_heat_32,HeatSteelSheet,2023-04-03T07:43:11+00:00
o_machine_splitter01,Machine,e_split_41,SplitSteelSheet,2023-04-03T07:43:12+00:00
o_steelcoil_4,SteelCoil,e_split_41,SplitSteelSheet,2023-04-03T07:43:12+00:00
o_steelsheet_41,SteelSheet,e_split_41,SplitSteelSheet,2023-04-03T07:43:12+00:00
o_workstation_1,Workstation,e_split_41,SplitSteelSheet,2023-04-03T07:43:12+00:00
o_machine_oven01,Machine,e_heat_33,HeatSteelSheet,2023-04-03T07:43:14+00:00
o_steelsheet_33,SteelSheet,e_heat_33,HeatSteelSheet,2023-04-03T07:43:14+00:00
o_workstation_1,Workstation,e_heat_33,HeatSteelSheet,2023-04-03T07:43:14+00:00
o_machine_splitter01,Machine,e_split_42,SplitSteelSheet,2023-04-03T07:43:19+00:00
o_steelcoil_4,SteelCoil,e_split_42,SplitSteelSheet,2023-04-03T07:43:19+00:00
o_steelsheet_42,SteelSheet,e_split_42,SplitSteelSheet,2023-04-03T07:43:19+00:00
o_workstation_1,Workstation,e_split_42,SplitSteelSheet,2023-04-03T07:43:19+00:00
o_machine_oven01,Machine,e_heat_34,HeatSteelSheet,2023-04-03T07:43:23+00:00
o_steelsheet_34,SteelSheet,e_heat_34,HeatSteelSheet,2023-04-03T07:43:23+00:00
o_workstation_1,Workstation,e_heat_34,HeatSteelSheet,2023-04-03T07:43:23+00:00
o_machine_splitter01,Machine,e_split_43,SplitSteelSheet,2023-04-03T07:43:25+00:00
o_steelcoil_4,SteelCoil,e_split_43,SplitSteelSheet,2023-04-03T07:43:25+00:00
o_steelsheet_43,SteelSheet,e_split_43,SplitSteelSheet,2023-04-03T07:43:25+00:00
o_workstation_1,Workstation,e_split_43,SplitSteelSheet,2023-04-03T07:43:25+00:00
o_machine_oven01,Machine,e_heat_35,HeatSteelSheet,2023-04-03T07:43:30+00:00
o_steelsheet_35,SteelSheet,e_heat_35,HeatSteelSheet,2023-04-03T07:43:30+00:00
o_workstation_1,Workstation,e_heat_35,HeatSteelSheet,2023-04-03T07:43:30+00:00
o_machine_splitter01,Machine,e_split_44,SplitSteelSheet,2023-04-03T07:43:32+00:00
o_steelcoil_4,SteelCoil,e_split_44,SplitSteelSheet,2023-04-03T07:43:32+00:00
o_steelsheet_44,SteelSheet,e_split_44,SplitSteelSheet,2023-04-03T07:43:32+00:00
o_workstation_1,Workstation,e_split_44,SplitSteelSheet,2023-04-03T07:43:32+00:00
o_machine_oven01,Machine,e_heat_36,HeatSteelSheet,2023-04-03T07:43:36+00:00
o_steelsheet_36,SteelSheet,e_heat_36,HeatSteelSheet,2023-04-03T07:43:36+00:00
o_workstation_1,Workstation,e_heat_36,HeatSteelSheet,2023-04-03T07:43:36+00:00
o_machine_splitter01,Machine,e_split_45,SplitSteelSheet,2023-04-03T07:43:39+00:00
o_steelcoil_4,SteelCoil,e_split_45,SplitSteelSheet,2023-04-03T07:43:39+00:00
o_steelsheet_45,SteelSheet,e_split_45,SplitSteelSheet,2023-04-03T07:43:39+00:00
o_workstation_1,Workstation,e_split_45,SplitSteelSheet,2023-04-03T07:43:39+00:00
o_machine_oven01,Machine,e_heat_37,HeatSteelSheet,2023-04-03T07:43:42+00:00
